,smiles,logP,qed,SAS
0,Cc1nc(N/N=C/c2ccccc2)nc(N(C)c2ccccc2)c1[N+](=O)[O-],3.9071200000000026,0.4056394826089052,2.4844692185812782
1,CC1CCCN(C/C=C/c2ccccc2[N+](=O)[O-])C1,3.339900000000002,0.6158459898206409,2.6591135529054135
2,Cc1noc(C)c1-c1cc(Nc2ccc(F)cc2)ncn1,3.631140000000002,0.7952621595516861,2.2882428512013995
3,COc1ncc2nc(-c3ccc(F)cc3)c(=O)n(-c3ccccc3)c2n1,2.990400000000001,0.5691978657475943,2.26484548946366
4,N#Cc1cccc(-c2nc(NCc3ccccc3)c3ccccc3n2)c1,4.780580000000003,0.5823776081104893,1.9618338850680548
5,COC(=O)c1ccccc1NC(=O)c1c(Br)cnn1C,2.2215,0.8712994717365937,2.0790122988879407
6,Cc1ccccc1-c1nc(N(C)C)c2ccccc2n1,3.6712200000000017,0.7060674691967603,1.9003052690756483
7,O=C(NNc1cccc(Cl)n1)Nc1ccccc1Cl,3.537000000000001,0.5994420210668384,2.126964328139902
8,O=C(N/N=C/c1ccc2cccc(OCc3ccccc3)c2n1)c1ccc(Br)cc1,5.340200000000004,0.3121982723447268,2.157305326444485
9,Br.N=c1n(CCN2CCOCC2)c2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1,4.022070000000003,0.5061012840684873,2.515132274496432
10,c1ccc(Nc2ncnc3ccc(-c4cccnc4)cc23)cc1,4.435400000000002,0.6074193116207895,1.9123598398634662
11,CC(C)OC(=O)NCCOC(=O)Nc1cccc(Cl)c1,3.0231000000000012,0.8195158418515738,2.0054262849019278
12,O=C(c1cnccn1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,4.666400000000005,0.6274618191078931,2.792026005290987
13,COc1ccc(C(=O)Nc2ccc(Cl)cn2)cc1Cl,3.649300000000002,0.9404533712517995,1.75213602625311
14,COc1ccccc1CNc1ccnc(-c2ccc(C(=O)N(C)C)cc2)n1,3.4661000000000017,0.727240814389407,2.0680272605393206
