,smiles,logP,qed,SAS
0,CCn1nc(Cc2ccc(C(C)(C)C)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,7.324700000000009,0.2729702376645679,4.030899041974098
1,CC1CCCN1CCc1ccc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1,4.555000000000004,0.6985621552496872,2.469517992440583
2,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2ncnn12,4.341220000000003,0.5306599293068762,3.1453974845587434
3,COc1ccc2ncc(F)c(CCC34CCC(NCc5nc6c(cc5C)OCC(=O)N6)(CC3)CO4)c2n1,3.6160200000000016,0.4995097498072643,4.3339626790482155
4,Nc1cncc(Nc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)n1,4.613500000000002,0.7214110004832626,2.242608982655515
5,CS(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,2.8725000000000005,0.3813452326222199,3.140202778795217
6,Clc1c(N2CCC(c3ccccc3)CC2)ccn2c(CC3CC3)nnc12,4.719200000000004,0.6695035923800345,2.512025643309814
7,Cc1cccc(N2CCN(CCCCCCN3CCN(c4cccc(C)n4)CC3)CC2)c1,4.203040000000003,0.5500640737870995,2.213731791495773
8,CN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccncc2c1=O,3.129900000000002,0.7095692097466596,2.921726406536866
9,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1cccc(Cl)c1C#N,4.715480000000005,0.5658359244116322,2.8478987616713543
10,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,2.4083200000000007,0.7888476665596756,2.787373906637306
11,CC(=O)NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21,3.7844000000000033,0.6824054322003633,2.9229117190421654
12,Nc1nc(NC2CCNCC2)c2sc(-c3ccc(C(F)(F)F)cc3)cc2n1,4.123200000000002,0.6240434642454319,2.652223464335524
13,Cc1ccc2c(N3CCN(CCc4c(C)ccc5c4CCC(=O)N5)CC3)cccc2n1,4.101040000000003,0.6982995204135976,2.5318052420639354
14,CC(C)[C@]1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC[C@@H](N2CCC(c3cccc(O)c3)CC2)C1,7.120500000000007,0.3727709518352538,3.6462622854159097
15,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@@H]1CCN(C(=O)N(C)[C@@H]2CCN(CCCc3ccc(Cl)cc3)C2)C1,6.931000000000009,0.2724537786512365,3.409923114997466
16,CC[C@@H](CC(=O)NCC1CCCCC1)n1c(N)nc2cc(Cl)ccc21,4.309600000000003,0.8036650210421886,2.92111010341236
17,CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CC[NH+]1CC1CC1)[C@H]2O5,2.9967000000000015,0.6358465908349588,7.289282840617412
18,N#Cc1nc(CCCN2CCCCC2)cc(C2CCCCCC2)n1,4.2045800000000035,0.760813123640345,2.5653344291254463
19,Fc1ccccc1-c1nc(COc2ccc3c(c2)C(N2CCN(C4CCCC4)CC2)CC3)no1,5.002200000000005,0.5138065041038189,3.031971292055247
20,Fc1ccc(Cn2c([C@@H]3CCCN(C4CCCCC4)C3)nc3ccccc32)cc1,5.735800000000006,0.5657297873590819,2.6319406221364705
21,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1,4.291000000000004,0.5022367095625486,2.6143484095830853
22,COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,4.750880000000005,0.4532620048113211,2.874098866902157
23,COc1ccc(C2CN(CCc3ccc(OC)c(OC)c3)CC2CC(=O)Nc2cccc(Cl)c2)cc1,5.652700000000006,0.3830894150618482,2.9873747392245082
24,COc1cccc(N2CCN(CCN(C)C[C@]34CC[C@H](CC3)C4(C)C)C2=O)c1,4.0854000000000035,0.7093402774693387,3.613041648081709
25,CNCc1ccc(OC)cc1Oc1ccc(Cl)c(Cl)c1,4.513700000000004,0.8806737457171442,1.907242443743085
