,smiles,logP,qed,SAS
0,CCNC(=O)/C=C/c1cccc(Br)c1,2.5984000000000007,0.8251263841166424,1.9673859111359242
1,NCCCN1c2ccccc2Sc2ccc(Cl)cc21,4.291500000000003,0.9141108034033433,2.1357023700979454
2,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1.9333,0.7941668671387195,4.888273665919476
3,CC(C)NCC(O)COc1cccc2[nH]ccc12,1.9055999999999995,0.7315916457547718,2.6513194018886495
4,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,2.871600000000001,0.8325220081385356,2.9244229924405847
5,Nc1ncc2ncn(COCCO)c2n1,-0.6251000000000002,0.6505777796577458,2.7047871438486393
6,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.5344200000000001,0.5584635043283493,2.771233090732947
7,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,5.4992000000000045,0.521626059864426,2.3977425610283056
8,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,4.487000000000004,0.8210774052142695,2.7039943836592215
9,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,3.129500000000001,0.8498120203195161,2.1585585938741687
10,CCC1(c2ccccc2)CCC(=O)NC1=O,1.771,0.7672998421844797,2.686528469344614
11,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,1.898,0.7786760196582391,2.755360551916125
12,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,2.7963000000000005,0.8227898164712498,2.5678391330707075
13,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,4.004900000000003,0.7505075074463576,2.4257919537408554
14,CN(C)CCON=C1c2ccccc2CCc2ccccc21,3.115800000000002,0.6391562047244217,2.3476070110329115
15,CCN(CC)CCN1c2ccccc2Sc2ccccc21,4.631100000000004,0.7943099929061821,2.099591161415777
16,FC(F)OC(F)C(F)(F)F,2.0835,0.5732475481548114,3.7779032068256413
17,FCOC(C(F)(F)F)C(F)(F)F,2.4232000000000005,0.6216574973922095,3.3256598637951065
18,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.4722,0.879421465403288,2.7072914110386215
19,C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,6.003440000000006,0.06393557880992194,3.9102207043913477
20,CCC1(C)CC(=O)NC1=O,0.4491999999999999,0.5387218646888615,3.3785144494291917
21,Cc1cc2c(s1)=Nc1ccccc1NC=2N1CCN(C)CC1,1.7464199999999999,0.8701892005334667,2.704545712955989
22,O=C1NCCCC1N1C(=O)c2ccccc2S1(=O)=O,0.10969999999999991,0.7910901674027226,3.064845192963471
23,O=NN(CCCl)C(=O)NCCCl,1.157,0.4236058600444414,3.127006946023222
24,CC1(C)O[C@@H]2C[C@H]3C4CCC5CC(=O)CCC5(C)[C@@]4(F)[C@@H](O)CC3(C)[C@]2(C(=O)CO)O1,2.722700000000002,0.6887374114045547,4.920899857448552
25,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.[Cl-],1.3651,0.7152323340603757,2.8052863789321414
26,O=C(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,3.880000000000001,0.5709653806960008,3.0937289373404884
27,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,3.7829000000000015,0.8555651223791705,2.2621465646222063
28,O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,3.0231000000000012,0.7791989010413751,2.73444588762705
29,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,2.2689000000000004,0.7995050890542754,3.25136657383435
30,CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C,3.925900000000003,0.6516960042043655,3.323889525698447
31,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,3.5238000000000023,0.5897471433786257,5.344559654990957
32,CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,2.393700000000001,0.2701371023921048,4.134591726173475
33,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.08779999999999993,0.7233587999857974,2.597498313427911
34,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,4.413800000000004,0.686738022566705,6.456452343087977
35,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2,4.126600000000004,0.8499846885063544,2.4731743291868504
36,NCCc1nccs1,0.6442999999999997,0.6346127602927085,2.470917694863415
37,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,3.8876000000000026,0.6318517900046072,2.4209167637801645
38,CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,3.7622000000000027,0.5890047047362001,3.0663604244184093
39,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,0.491,0.5212105657671737,3.194099272650071
40,C[C@@H]1CC2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,2.4102,0.6076865053354019,5.003880069739164
41,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC,5.833200000000006,0.2539179027688761,2.6081064348440357
42,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.4479,0.84572924577293,2.6955338460678817
43,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(C3CC3)CC1)c1ccccc1S2,5.4782000000000055,0.617604877367167,2.4391636570673505
44,CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,4.078800000000004,0.6706363700324794,2.3014298628135474
45,FC(F)(F)c1ccc(N2CCNCC2)nc1Cl,2.1634,0.7890335810877849,2.5016413772579043
46,OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1,3.3377000000000017,0.796068240167456,2.5421193406111477
47,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C45CC4CC[C@]5(C)[C@H]3CC[C@]12C,4.205100000000003,0.7867718083182815,4.923492122739346
