,smiles,logP,qed,SAS
0,C=C(C)C(=O)OCC(C)O,0.4865,0.46279007494264723,2.9105404375948716
1,CCC1(C)CO1,1.1853,0.43647490908190634,3.3585074653593665
2,CCCCC/C=C/C/C=C/CCCCCCCC(=O)O,5.884500000000005,0.3182616134760953,2.2917384674562147
3,CC(=O)OCCC(C)C,1.5956000000000001,0.5422095914375367,1.8513684754529827
4,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.5575999999999999,0.6946116752943167,4.415202190845788
5,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,2.8907000000000007,0.5740604449563793,2.7935040327573812
6,Clc1cccc(Br)c1,3.102500000000001,0.5910745276514103,1.5213859526925404
7,CC1C(C)(C)Nc2ccccc2C1(C)C1C(C)(C)Nc2ccccc2C1(C)C,6.5826000000000064,0.5869900316201159,4.09099364601555
8,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,3.575400000000001,0.9099887030274098,2.070382321502178
9,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,3.738100000000003,0.5898325536516167,3.632059858362328
10,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,2.5299199999999997,0.7708144759661694,2.2806390976963122
11,CC(O)Cc1cc(N)cc([N+](=O)[O-])c1N,0.6825000000000001,0.3860265640438087,3.1163012784806714
12,CCC1=C(CC2NCCc3cc(OC)c(OC)cc32)CC2c3cc(OC)c(OC)cc3CCN2C1,5.0076000000000045,0.5650184028299399,3.6530179539396297
13,CCCCCCCCCCCC(=O)O,3.991900000000002,0.5412525786782162,1.5842486330294179
14,O=c1c2c(O)cccc2oc2c3c(cc(O)c12)OC1OCCC31,2.5798000000000005,0.6202064501190726,3.679891580208052
15,O=C(O)CCC(=O)Nc1cc(Cl)cc(Cl)c1,2.7967000000000004,0.8761989385400377,1.767156704328654
16,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,8.840260000000002,0.35864394447897774,3.77976479049606
17,CC1=CC2OC3C(O)CC(C)(C34CO4)C2(CO)C(O)C1=O,-0.8377000000000003,0.5458309652959041,6.2692031908643004
18,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,4.628100000000003,0.5047877346321323,3.2909499869098093
19,CC(=O)Nc1cccc2ncccc12,2.1932,0.741315224108568,1.6042709703075246
20,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,4.792620000000005,0.6616827347493545,3.163040868447016
21,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.9273200000000026,0.7678065120522066,2.077671303066275
22,C/C=C/c1ccc2c(c1)OCO2,2.4484000000000004,0.6310600907726281,2.1103046383309145
23,c1ccc(-c2ccccc2)cc1,3.353600000000001,0.5905018880213778,1.0
24,Oc1ccc(O[PH]2(Oc3ccc(O)cc3)N[PH](Oc3ccc(O)cc3)(Oc3ccc(O)cc3)N[PH](Oc3ccc(O)cc3)(Oc3ccc(O)cc3)N2)cc1,7.706100000000012,0.05430617721118754,3.6912047151662266
25,CC(=O)C1=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,3.4733000000000027,0.695821825523817,3.0854775708515456
26,N=C(N)c1ccccc1,0.9706700000000004,0.42078871213582203,1.4736581610717092
27,CC(=O)Nc1ccc(O)cc1,1.3505999999999998,0.5950261967780849,1.4072987978356917
28,CCCCCC,2.5866000000000007,0.4629542813199688,1.2090305482861616
29,O=C(O)CCCC(=O)O,0.32590000000000025,0.5774203601545895,1.6298601142489666
30,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,9.254080000000002,0.11987823138016943,3.8780011874384
31,S=C(Nc1ccccc1)Nc1ccccc1,3.4955000000000016,0.7692831066170206,1.3367582953155974
32,OC1C=Cc2ccc3c(sc4ccccc43)c2C1O,3.4756000000000022,0.6550867288483239,3.427421869639854
33,CCCCCCCOc1ccccc1NC(=O)OC(C)CN(CC)CC,5.314600000000005,0.4816453092452652,2.641610747948878
34,COC(=O)C1=C(C)C(C)(O)OC1=O,-0.2588000000000001,0.4509020064347791,3.415959604144968
35,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,2.845300000000001,0.8755136638110981,2.163589062016902
36,CCCCCCCCOc1ccc(C(=O)O)cc1,4.124100000000003,0.670349675493686,1.5283222133222303
37,CC=C1CC2C=CC1C2,2.5287000000000006,0.43080727720378226,5.0828797658575215
38,O=S(=O)(O)Oc1c2ccccc2c2ccc3cccc4ccc1c2c43,4.918800000000003,0.2793645625530675,2.26922431309972
39,CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,0.7817999999999994,0.7306502527970437,3.8982075962669507
40,Clc1cccc2c1oc1ccccc12,4.2394000000000025,0.531560836348283,1.7418599477934507
41,Cc1cccc(O)c1N,1.2828199999999998,0.40297528147681455,2.016833776456325
42,C=CC(=C)Cl,1.9248999999999998,0.42984579060934885,3.5752871235471044
43,Nc1ccc(/C=C/C(=O)O)cc1,1.3666,0.51083451916994,1.8302338691001445
